tzWord,esWord,url,status
K'isik',Cabra,https://v2.dictionary.tzutujil.org/words/6672507f5a8ee2d55bcbbf6d,Merged
Kokow,Cacao,https://v2.dictionary.tzutujil.org/words/67bca0e5b4b6f87a499cc8b2,Created
K'alab'al,Cadera,https://v2.dictionary.tzutujil.org/words/667255135a8ee2d55bcbc360,Merged
Chuum,Cal,https://v2.dictionary.tzutujil.org/words/667250845a8ee2d55bcbbf72,Merged
Raxakeej,Calambre,https://v2.dictionary.tzutujil.org/words/67bca0e5b4b6f87a499cc8b3,Created
Raxakeej,Calambre,https://v2.dictionary.tzutujil.org/words/67bca0e5b4b6f87a499cc8b3,Merged
Watwachiineel,Calculadora,https://v2.dictionary.tzutujil.org/words/67bca0e5b4b6f87a499cc8b4,Created
Watwachineem,Calcular,https://v2.dictionary.tzutujil.org/words/67bca0e5b4b6f87a499cc8b5,Created
Watwachineem,Calculo,https://v2.dictionary.tzutujil.org/words/67bca0e5b4b6f87a499cc8b5,Merged
Chol q'iij,Calendario sagrado,https://v2.dictionary.tzutujil.org/words/67bca0e5b4b6f87a499cc8b6,Created
K'atan,Cálido,https://v2.dictionary.tzutujil.org/words/67bca0e6b4b6f87a499cc8b7,Created
Tz'ulub'al kotz'i'j,Cáliz,https://v2.dictionary.tzutujil.org/words/6672508e5a8ee2d55bcbbf7b,Merged
B'eey,Calle,https://v2.dictionary.tzutujil.org/words/6672509f5a8ee2d55bcbbf89,Merged
Aab'ajab'eey,Calle empedrada,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561f7,Created
Ruq'a' b'eey,Callejón,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561f8,Created
Maq'enaal,Calor,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561f9,Created
k'oxawi',Calvo,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561fa,Created
Cho'm,Camarón,https://v2.dictionary.tzutujil.org/words/67b8a8a82f1b785c39fb02e2,Merged
cho'm,Camarón,https://v2.dictionary.tzutujil.org/words/67b8a8a82f1b785c39fb02e2,Merged
B'eey,Camino,https://v2.dictionary.tzutujil.org/words/6672509f5a8ee2d55bcbbf89,Merged
Yutz'ub'eey,Camino angosta,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561fb,Created
Ijqanib'al ch'ijch',Camión,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561fc,Created
B'ijnib'al ch'ijch',Camioneta,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561fd,Created
Patz'am,Caña,https://v2.dictionary.tzutujil.org/words/667250ae5a8ee2d55bcbbf97,Merged
Ejtz'anib'al,Cancha,https://v2.dictionary.tzutujil.org/words/67b8a8942f1b785c39fb0296,Merged
Aqanatz'anib'al,Cancha de balompié,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561fe,Created
Q'ab'atz'anib'al,Cancha de baloncesto,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac2561ff,Created
B'olosaqib'al,Candela eléctrica,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac256200,Created
Cha'eel,Candidato,https://v2.dictionary.tzutujil.org/words/67bca0e6a53da53fac256201,Created
Tap,Cangrejo,https://v2.dictionary.tzutujil.org/words/667250a55a8ee2d55bcbbf8f,Merged
Jukuu',Canoa,https://v2.dictionary.tzutujil.org/words/667250a65a8ee2d55bcbbf90,Merged
ajil,Cantidad,https://v2.dictionary.tzutujil.org/words/6672579a5a8ee2d55bcbc5ae,Merged
B'iix,Canto,https://v2.dictionary.tzutujil.org/words/67345884ad3d490ac06a2019,Merged
Paamiil,Capacidad (medidas),https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256202,Created
Na'ooneem,Capacidad mental,https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256203,Created
tanaaj,Capitulo,https://v2.dictionary.tzutujil.org/words/667253a35a8ee2d55bcbc215,Merged
palaj,Cara,https://v2.dictionary.tzutujil.org/words/667250b35a8ee2d55bcbbf9b,Merged
T'oot',Caracol,https://v2.dictionary.tzutujil.org/words/667250b55a8ee2d55bcbbf9d,Merged
xaaq,Carbón,https://v2.dictionary.tzutujil.org/words/667259a95a8ee2d55bcbc787,Merged
Ixtu'xiil,Carcañal,https://v2.dictionary.tzutujil.org/words/667259585a8ee2d55bcbc741,Merged
Ti'iij,Carne,https://v2.dictionary.tzutujil.org/words/667255f05a8ee2d55bcbc428,Merged
Josol chee',Carpintero,https://v2.dictionary.tzutujil.org/words/667250c45a8ee2d55bcbbfaa,Merged
Tz'aqab'eey,Carretera asfaltada,https://v2.dictionary.tzutujil.org/words/667250c55a8ee2d55bcbbfab,Merged
Ulewab'eey,Carretera de terrecería,https://v2.dictionary.tzutujil.org/words/667250c65a8ee2d55bcbbfac,Merged
Taqonwuuj,Carta,https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256204,Created
Cholk'asleemaal,Carta magna o constitución politica,https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256205,Created
K'oxawuuj,Cartapacio,https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256206,Created
Tz'aqawuuj,Cartelera,https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256207,Created
Tzaq perawuuj,"Carteles, afiches",https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256208,Created
Perawuuj,Cartulina,https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256209,Created
jaay,Casa,https://v2.dictionary.tzutujil.org/words/667250cb5a8ee2d55bcbbfb1,Merged
Rixikin Tinaamit,Caserío,https://v2.dictionary.tzutujil.org/words/667250cd5a8ee2d55bcbbfb3,Merged
Kaxlan tziij,Castellano,https://v2.dictionary.tzutujil.org/words/667250d05a8ee2d55bcbbfb5,Merged
umaaneel,Causativo,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac25620a,Created
unuup,Ceiba,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac25620b,Created
Metz'aaj,Cejas,https://v2.dictionary.tzutujil.org/words/667250d85a8ee2d55bcbbfbd,Merged
K'ajab'aj,Cemento,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac25620c,Created
Chaaj,Ceniza,https://v2.dictionary.tzutujil.org/words/667250db5a8ee2d55bcbbfbf,Merged
Jo'k'aliil,Centena,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac25620d,Created
K'utaljo'k'al,Centímetro,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac25620e,Created
Nik'aajiil,Centro,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac25620f,Created
Achk'ayiij,Centros comerciales,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256210,Created
Q'etaxaq,Cerrada,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256211,Created
Q'oral xikin,Cerumen,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256212,Created
Meejaaj,Ciclo,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256213,Created
Etamab'aliil,Ciencia,https://v2.dictionary.tzutujil.org/words/6672513a5a8ee2d55bcbbfe5,Merged
Retamab'aliil kajuleew,Ciencias naturales,https://v2.dictionary.tzutujil.org/words/67bca0dda53da53fac256195,Merged
Juk'ala',Ciento sesenta millares,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256214,Created
ajilaaj,Cifra,https://v2.dictionary.tzutujil.org/words/6672513b5a8ee2d55bcbbfe6,Merged
K'alab'al,Cintura,https://v2.dictionary.tzutujil.org/words/667255135a8ee2d55bcbc360,Merged
K'isis,Ciprés,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256215,Created
Satasik,Circular,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256216,Created
Satasik,Círculo,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256216,Merged
Satasik,Circunferencia,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256216,Merged
Juyu',Ciudad,https://v2.dictionary.tzutujil.org/words/67bca0e8a53da53fac256217,Created
saqiil,Claridad,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac256218,Created
saqiil,Claridad,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac256218,Merged
kalaawux,Clavo,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac256219,Created
k'atewaal,Clima,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac25621a,Created
k'utunel pwoq,Cobrador,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac25621b,Created
Q'anach'jch',Cobre,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac25621c,Created
tzakoon,Cocida,https://v2.dictionary.tzutujil.org/words/6672514a5a8ee2d55bcbbff3,Merged
Jachojiil,Cociente,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac25621d,Created
tzakojaay,Cocina,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac25621e,Created
ajtzakoneel,Cocinera,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac25621f,Created
ajk'aas,Codeudor,https://v2.dictionary.tzutujil.org/words/6672522e5a8ee2d55bcbc0c2,Merged
Tza'maxe'eel,Cofía,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac256220,Created
latz'ub'al tz'oo',Colador de nixtamal,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac256221,Created
Ixinatijob'al,Colegios,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac256222,Created
Saqab'o'j ichaaj,Coliflor,https://v2.dictionary.tzutujil.org/words/667251595a8ee2d55bcbc001,Merged
tuunaaj,Colmena,https://v2.dictionary.tzutujil.org/words/67bca0e9a53da53fac256223,Created
Ya'ooj,Colocar,https://v2.dictionary.tzutujil.org/words/667251d65a8ee2d55bcbc071,Merged
B'oniil,Color,https://v2.dictionary.tzutujil.org/words/67b8a8982f1b785c39fb02c4,Merged
Pa'leem,Columna,https://v2.dictionary.tzutujil.org/words/667256ef5a8ee2d55bcbc512,Merged
Su'mal lijaaj,Columna vertebral,https://v2.dictionary.tzutujil.org/words/67bca0eaa53da53fac256224,Created
Mixtuq',Coma,https://v2.dictionary.tzutujil.org/words/6672515c5a8ee2d55bcbc003,Merged
Xojt,Comal,https://v2.dictionary.tzutujil.org/words/667251605a8ee2d55bcbc007,Merged
Chi' xojt,Comalapa,https://v2.dictionary.tzutujil.org/words/67bca0eaa53da53fac256225,Created
Wa'ab'al jaay,Comedor,https://v2.dictionary.tzutujil.org/words/67bca0eaa53da53fac256226,Created
Wa'iil,Comensal,https://v2.dictionary.tzutujil.org/words/67bca0eaa53da53fac256227,Created
K'ayiineem,Comercialización,https://v2.dictionary.tzutujil.org/words/667251645a8ee2d55bcbc00b,Merged
K'ayiij,Comercio,https://v2.dictionary.tzutujil.org/words/667251655a8ee2d55bcbc00c,Merged
Achib'iil,Compañeros(a),https://v2.dictionary.tzutujil.org/words/667251695a8ee2d55bcbc00f,Merged
K'ayeew,Complejo,https://v2.dictionary.tzutujil.org/words/6672516b5a8ee2d55bcbc011,Merged
Tz'aqatiil,Complemento,https://v2.dictionary.tzutujil.org/words/66724fae5a8ee2d55bcbbecf,Merged
Tz'aqat,Completo,https://v2.dictionary.tzutujil.org/words/667250775a8ee2d55bcbbf67,Merged
Taqe'eem,Comprender,https://v2.dictionary.tzutujil.org/words/67bca0eaa53da53fac256228,Created
Taqeem,Comprensión,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac256229,Created
Junawachiil,Común,https://v2.dictionary.tzutujil.org/words/667251f75a8ee2d55bcbc08f,Merged
Amaq',Comunidad,https://v2.dictionary.tzutujil.org/words/667257ab5a8ee2d55bcbc5bc,Merged
ejchaam,Concuño de mujer,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac25622a,Created
Rub'ajnikiil kaqiq'aal,Condiciones atmosféricas,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac25622b,Created
Ch'ob'aaj,Congregación,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac25622c,Created
Amaqi'l iximuleew,Congreso de la republica de Guatemala,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac25622d,Created
Kemab'anoj tziij,Conjugación,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac25622e,Created
B'anoj pach'uuneem,Conjugación verbal,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac25622f,Created
Pach'uuneem,Conjugar,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac256230,Created
Moolaaj,Conjunto,https://v2.dictionary.tzutujil.org/words/6672517f5a8ee2d55bcbc021,Merged
Talan Moolaaj,Conjunto vacío,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac256231,Created
Wuuk'iin,Conmigo,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac256232,Created
Etamab'al,Conocimiento,https://v2.dictionary.tzutujil.org/words/667251825a8ee2d55bcbc024,Merged
Majooneem,Conquistar (invasión),https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac256233,Created
Ch'akooj,Conquistar (un trofeo),https://v2.dictionary.tzutujil.org/words/6672537c5a8ee2d55bcbc1f2,Merged
Mookaaj rixin nuk'ul naa'ooj,Consejo asesor,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac256234,Created
Ruxe'al komon tziij,Considerando,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac256235,Created
Ruuk'iin,Consigo,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256236,Created
Ch'akultz'ijb',Consonante,https://v2.dictionary.tzutujil.org/words/667251845a8ee2d55bcbc026,Merged
Cholk'asleemaal,Constitución política,https://v2.dictionary.tzutujil.org/words/67bca0e7a53da53fac256205,Merged
Wachalii',Consuegros,https://v2.dictionary.tzutujil.org/words/667251865a8ee2d55bcbc028,Merged
ajilaneel,Contador,https://v2.dictionary.tzutujil.org/words/667251895a8ee2d55bcbc02b,Merged
ajilaaneem,Contar,https://v2.dictionary.tzutujil.org/words/6734588bad3d490ac06a206b,Merged
Uk'aaniil,Contenido,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256237,Created
Awuuk'iin,Contigo,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256238,Created
Setul,Continente,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256239,Created
K'uleemaal,contititucion,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac25623a,Created
To'oneem,Cooperar,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac25623b,Created
To'on jaay,Cooperativa,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac25623c,Created
Nuk'usamajineel,Coordinador,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac25623d,Created
Nuk'usamajiineem,Coordinar,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac25623e,Created
Ruuwi' chee',Copa de árbol,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac25623f,Created
Achib'aleem,Copiar,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256240,Created
K'u'xaaj,Corazón,https://v2.dictionary.tzutujil.org/words/667251935a8ee2d55bcbc034,Merged
K'u'xa'q,Corazonada,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256241,Created
K'sikaa',Cordal caninos,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256242,Created
Ju'junikiil,Correspondencia,https://v2.dictionary.tzutujil.org/words/67bca0eca53da53fac256243,Created
K'amasaqiil,Corriente eléctrica,https://v2.dictionary.tzutujil.org/words/6672551b5a8ee2d55bcbc368,Merged
Kajuleew,Cosmovisión,https://v2.dictionary.tzutujil.org/words/667259f35a8ee2d55bcbc7ca,Merged
K'alk'a'x,Costado,https://v2.dictionary.tzutujil.org/words/667251b15a8ee2d55bcbc04f,Merged
Pooxaaj,Costilla,https://v2.dictionary.tzutujil.org/words/667251b25a8ee2d55bcbc050,Merged
Pooxaaj,Costillas,https://v2.dictionary.tzutujil.org/words/667251b25a8ee2d55bcbc050,Merged
nop,Coyol,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256244,Created
nop,Coyol,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256244,Merged
Utiiw,Coyote,https://v2.dictionary.tzutujil.org/words/667251b85a8ee2d55bcbc055,Merged
Xolq'atin q'iij,Coyuntura (circunstancia),https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256245,Created
Ruwi'juyu',Cráter,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256246,Created
Tz'ajatz'ijb'ab'al,Crayones,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256247,Created
Winaqarisaaneem,Creación,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256248,Created
K'ijyeem,Crecen,https://v2.dictionary.tzutujil.org/words/667251b95a8ee2d55bcbc056,Merged
K'ijyeel,Creciente,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256249,Created
Saqatzeb',Crema,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac25624a,Created
Nuq'axawachaaj,Cristalino,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac25624b,Created
Kajatzuk'awuuj,Cuaderno de cuadricula,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac25624c,Created
Kilowuuj,Cuaderno de dibujo,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac25624d,Created
Ka'juxawuuj,Cuaderno de doble línea,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac25624e,Created
T'ot'awuuj,Cuaderno de espiral,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac25624f,Created
Ch'itiwuuj,Cuaderno de notas,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256250,Created
aniwuuj,Cuaderno de taquigrafía,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256251,Created
Kajatzuk',Cuadrado,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256252,Created
Kajatz'uk',Cuadrado,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256253,Created
Rukajul tz'ijb',Cuadro fonémico,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256254,Created
Rukajul q'ajatz'ijb',Cuadro fonético,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256255,Created
Ka'k'al,Cuarenta,https://v2.dictionary.tzutujil.org/words/67345888ad3d490ac06a2046,Merged
Ruupaam q'ab'aaj,Cuarta,https://v2.dictionary.tzutujil.org/words/667251bf5a8ee2d55bcbc05c,Merged
rukaaj,Cuarto,https://v2.dictionary.tzutujil.org/words/67bca0eda53da53fac256256,Created
Ruukaaj ruuwach tijooneem,Cuarto diversificado,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac256257,Created
qulaaj,"Cuello, garganta",https://v2.dictionary.tzutujil.org/words/667251c55a8ee2d55bcbc061,Merged
choltun,Cuenta larga,https://v2.dictionary.tzutujil.org/words/67b8a89eb239fd045521da15,Merged
k'aam,Cuerda,https://v2.dictionary.tzutujil.org/words/667257685a8ee2d55bcbc57f,Merged
xamal,Cuerpo,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac256258,Created
Ruch'akul taqowuuj,Cuerpo de la carta,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac256259,Created
Xamal winaq,Cuerpo humano,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac25625a,Created
Chajiin,Cuidado,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac25625b,Created
Chajixik,Cuidar,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac25625c,Created
Xukuleem,Culto religioso,https://v2.dictionary.tzutujil.org/words/667251ce5a8ee2d55bcbc06a,Merged
B'aaluuk,Cuñado de hombre,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac25625d,Created
Ejchaam,Cuñado de mujer,https://v2.dictionary.tzutujil.org/words/67bca0eba53da53fac25622a,Merged
Kotojux,Curva,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac25625e,Created
Tixli',Danta,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac25625f,Created
Chi jo'jtaq,De cinco en cinco,https://v2.dictionary.tzutujil.org/words/67bca0eea53da53fac256260,Created
Chi kajkaj,De cuatro en cuatro,https://v2.dictionary.tzutujil.org/words/667251da5a8ee2d55bcbc074,Merged
Lajujitaq,De diez en diez,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256261,Created
Chi ka'ka',De dos en dos en dos,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256262,Created
B'elejetaq,De nueve en nueve,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256263,Created
wajxaqitaq,De ocho en ocho,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256264,Created
waqitaq,De seis en seis,https://v2.dictionary.tzutujil.org/words/667251e35a8ee2d55bcbc07c,Merged
chi ox ox,De tres en tres,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256265,Created
Chi jujun,De uno en uno,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256266,Created
Lajajunaa',Década,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256267,Created
Lajitaq,Decena,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256268,Created
Rulajujil xo'iil,Decena de millar,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256269,Created
Lajujiil,Decimal,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac25626a,Created
lajujilaal,Decimales,https://v2.dictionary.tzutujil.org/words/667251e95a8ee2d55bcbc082,Merged
Rulajejto'k'al,Decímetro,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac25626b,Created
K'isiyeel,Decreciente,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac25626c,Created
Rukowilal tziij,decreto,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac25626d,Created
Rukowil tziij,Decreto,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac25626e,Created
Ruuwi' q'ab'aaj,Dedos de la mano,https://v2.dictionary.tzutujil.org/words/667251ec5a8ee2d55bcbc084,Merged
Ruuwi' aqanaaj,Dedos del pie,https://v2.dictionary.tzutujil.org/words/667251ed5a8ee2d55bcbc085,Merged
Xaax,Delgada,https://v2.dictionary.tzutujil.org/words/667251f35a8ee2d55bcbc08b,Merged
Junawachiil,Democracia,https://v2.dictionary.tzutujil.org/words/667251f75a8ee2d55bcbc08f,Merged
Chilaxaq,Dentada,https://v2.dictionary.tzutujil.org/words/667251f95a8ee2d55bcbc090,Merged
Nimaq reey,Dentudo,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac25626f,Created
Ximoj ri'iil,Dependencia,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256270,Created
Ijkiq'a',Derecha,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256271,Created
Rukowil chi'aaj,Derecho,https://v2.dictionary.tzutujil.org/words/67bca0efa53da53fac256272,Created
Rucholajiil k'aslemaal,Derechos humanos,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac256273,Created
Jotaytziij,Derivación,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac256274,Created
Jotayineem,Derivar,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac256275,Created
Kaqpujink'u'xaal,desaliento,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac256276,Created
Najb'eywa'ineem,Desayunar,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac256277,Created
Najb'ey wa'iim,Desayuno,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac256278,Created
Talanik uleew,Desierto,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac256279,Created
Jech'ejik,Desigual,https://v2.dictionary.tzutujil.org/words/667252015a8ee2d55bcbc098,Merged
Jech'ejikeel,Desigualdad,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac25627a,Created
Jiil,Desinencia,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac25627b,Created
Jacob'eenm,Despedida,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac25627c,Created
Taqoxeel,Destinatario,https://v2.dictionary.tzutujil.org/words/6672522a5a8ee2d55bcbc0be,Merged
K'aas,Deuda,https://v2.dictionary.tzutujil.org/words/6672522d5a8ee2d55bcbc0c1,Merged
Ajk'aas,Deudor,https://v2.dictionary.tzutujil.org/words/6672522e5a8ee2d55bcbc0c2,Merged
Q'iij,Día,https://v2.dictionary.tzutujil.org/words/667252325a8ee2d55bcbc0c5,Merged
Jaltzijob'al,Dialecto,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac25627d,Created
Tz'ijb'awuuj kowatziij,Diario oficial,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac25627e,Created
eyaaj,Diente,https://v2.dictionary.tzutujil.org/words/67bca0f0a53da53fac25627f,Created
kojoliil,Diferencia,https://v2.dictionary.tzutujil.org/words/667252475a8ee2d55bcbc0d9,Merged
Tasulitz,Difteria,https://v2.dictionary.tzutujil.org/words/67bca0f0b4b6f87a499cc8b8,Created
Q'ijineel,Dignidad,https://v2.dictionary.tzutujil.org/words/67bca0f0b4b6f87a499cc8b9,Created
Ch'itirisaneel,Diminutivos,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8ba,Created
Taqonel amaq',Diputado,https://v2.dictionary.tzutujil.org/words/667252425a8ee2d55bcbc0d4,Merged
Ochochib'al,Dirección,https://v2.dictionary.tzutujil.org/words/667252435a8ee2d55bcbc0d5,Merged
Ochochib'al jaay,Dirección,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8bb,Created
Ochochib'al jaay,Dirección,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8bb,Merged
Jikatziij,Direccional,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8bc,Created
Jiik,Directo,https://v2.dictionary.tzutujil.org/words/667252445a8ee2d55bcbc0d6,Merged
K'amol b'eey,Director,https://v2.dictionary.tzutujil.org/words/667254735a8ee2d55bcbc2d1,Merged
Nimantziij,Disciplina,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8bd,Created
Ka'xilatziij,Disílaba,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8be,Created
Ko'pisaneem,Disminuir,https://v2.dictionary.tzutujil.org/words/667252465a8ee2d55bcbc0d8,Merged
kojoliil,Distancia,https://v2.dictionary.tzutujil.org/words/667252475a8ee2d55bcbc0d9,Merged
kojoliil,Distancia,https://v2.dictionary.tzutujil.org/words/667252475a8ee2d55bcbc0d9,Merged
Ruuwach tijoneem,Diversificado,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8bf,Created
Xolob che',Diversos árboles,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c0,Created
Jachataleel,Dividiendo,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c1,Created
Jachooj,Dividir,https://v2.dictionary.tzutujil.org/words/667258875a8ee2d55bcbc681,Merged
Jachatatal,Divisible,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c2,Created
Jachoneem,División,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c3,Created
Rulewal q'anti',División occidental,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c4,Created
