tzWord,esWord,url,status
Ruweqa'I q'aqti',División oriental,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c5,Created
Jachooneel,Divisor,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c6,Created
Ti'oneem/q'oxoweem,Dolor,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c7,Created
Awaj tijk'om,Domestica,https://v2.dictionary.tzutujil.org/words/67bca0f1b4b6f87a499cc8c8,Created
Warab'al,Dormitorio,https://v2.dictionary.tzutujil.org/words/6734589109407a19002d1b39,Merged
Riij aqnaa,Dorso del pie,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8c9,Created
Rokib'al tziil,Drenaje,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8ca,Created
Manimantziij,Duda,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8cb,Created
Ki',Dulce,https://v2.dictionary.tzutujil.org/words/667258295a8ee2d55bcbc62e,Merged
Tara'sna,Durazno,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8cc,Created
Yab'iliik',Eclipse de luna,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8cd,Created
Yab'il q'iij,Eclipse del sol,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8ce,Created
K'ulak'ut,Educación,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8cf,Created
Retamab'alil siloneem,Educación física,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d0,Created
Retamab'aliil ochochib'al,Educación para el hogar,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d1,Created
Ruuwi' tijoneem,Educación universitario,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d2,Created
Sutub'al,Eje,https://v2.dictionary.tzutujil.org/words/6672525d5a8ee2d55bcbc0ed,Merged
Samajineem/tijon ri'iil,Ejercicio,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d3,Created
Cha'oneem,Ejercito,https://v2.dictionary.tzutujil.org/words/6672527d5a8ee2d55bcbc10b,Merged
Raxakinaq',Ejotes,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d4,Created
Arjaa',El o ella,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d5,Created
Ula'ajaay,Elección,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d6,Created
Elesaneem,Eliminar,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d7,Created
Eje'ee',Ellos o ellas,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d8,Created
Ula'neel,Embajada,https://v2.dictionary.tzutujil.org/words/667252865a8ee2d55bcbc113,Merged
Aq'omaneel,Embajador,https://v2.dictionary.tzutujil.org/words/667255595a8ee2d55bcbc39f,Merged
Kowilaj chee',Encino,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8d9,Created
Qajeem pa wi'aaj,Enfermera,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8da,Created
Okob'al,Entender,https://v2.dictionary.tzutujil.org/words/67bca0f2b4b6f87a499cc8db,Created
Juun,Entero,https://v2.dictionary.tzutujil.org/words/667252c95a8ee2d55bcbc150,Merged
Ruq'ijaal,Entrada,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8dc,Created
Ajilab'aneem,Enumerar,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8dd,Created
Ruuwach tz'umaal,Epidermis,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8de,Created
Cha'oneem,Época,https://v2.dictionary.tzutujil.org/words/6672527d5a8ee2d55bcbc10b,Merged
B'anb'aneliil,Ergatividad,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8df,Created
B'anb'aneel,Ergativos,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e0,Created
Sojlaxaq,Escamada,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e1,Created
Lik'aya',escarcha,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e2,Created
K'utub'al,Escenario,https://v2.dictionary.tzutujil.org/words/6672525e5a8ee2d55bcbc0ee,Merged
B'ak'aliil,Esclavitud,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e3,Created
B'ak'ali,Esclavo,https://v2.dictionary.tzutujil.org/words/667250095a8ee2d55bcbbf11,Merged
rusaqil nuuwach,Esclerótica,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e4,Created
nimasijna'y,Escorpión,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e5,Created
Tz'ijb'aneem,Escribir,https://v2.dictionary.tzutujil.org/words/667252eb5a8ee2d55bcbc16f,Merged
Mayatz'ijb',Escritura maya,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e6,Created
Samajtz'ijb',Escritura practica,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e7,Created
Ch'ob'otz'ijb',Escritura técnica,https://v2.dictionary.tzutujil.org/words/67bca0f3b4b6f87a499cc8e8,Created
Tz'ijb',"Escritura, letra",https://v2.dictionary.tzutujil.org/words/667252ea5a8ee2d55bcbc16e,Merged
Ajilawach,Escrutinio,https://v2.dictionary.tzutujil.org/words/67bca0f3a53da53fac256280,Created
Pokob',Escudo,https://v2.dictionary.tzutujil.org/words/67bca0f3a53da53fac256281,Created
Pokob'amaq',Escudo nacional,https://v2.dictionary.tzutujil.org/words/67bca0f3a53da53fac256282,Created
Tijob'al,Escuela,https://v2.dictionary.tzutujil.org/words/67bca0f3a53da53fac256283,Created
Rupa'lib'al tijob'al,Escuela primaria,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac256284,Created
Rox k'exool,Esdrújulas,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac256285,Created
Ch'ijqo'mineem,Esforzar,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac256286,Created
Ch'ijqo'm,Esfuerzo,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac256287,Created
Lool,Esperanza,https://v2.dictionary.tzutujil.org/words/667253005a8ee2d55bcbc182,Merged
Xuk'uk'eem,esperanza,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac256288,Created
Ruwach'ejkaaj,espinilla,https://v2.dictionary.tzutujil.org/words/667253055a8ee2d55bcbc187,Merged
axayilaal,Esposa,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac256289,Created
Chak'ab'aaq,Esqueleto,https://v2.dictionary.tzutujil.org/words/667253085a8ee2d55bcbc189,Merged
Chak'ab'aaq winaq,Esqueleto humano,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac25628a,Created
ejtz'anib'al,Estadio,https://v2.dictionary.tzutujil.org/words/67b8a8942f1b785c39fb0296,Merged
Saqamaq',Estado,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac25628b,Created
K'ojileem,Estativos,https://v2.dictionary.tzutujil.org/words/67bca0f4a53da53fac25628c,Created
Jaawa',Este,https://v2.dictionary.tzutujil.org/words/67bca0f4b4b6f87a499cc8e9,Created
Pamaaj,Estomago,https://v2.dictionary.tzutujil.org/words/67345881ad3d490ac06a1ffc,Merged
Tijoxik,Estudio,https://v2.dictionary.tzutujil.org/words/667253255a8ee2d55bcbc1a3,Merged
Weqa'aaj,Etapas,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac25628d,Created
okal,Eucalipto,https://v2.dictionary.tzutujil.org/words/67b8a89ab239fd045521d9e1,Merged
Ruqajib'al xik'ach'ijch',Euro puerto,https://v2.dictionary.tzutujil.org/words/67bca0daa53da53fac256172,Merged
Saqasetul,Europa,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac25628e,Created
Saqawinaq,Europeos,https://v2.dictionary.tzutujil.org/words/667253275a8ee2d55bcbc1a5,Merged
Rutzijob'al Ajaaw,Evangelio,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac25628f,Created
Rutzijoxiik rutzijob'al Ajaaw,Evangelización,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256290,Created
Tz'aqat,Exacto,https://v2.dictionary.tzutujil.org/words/667250775a8ee2d55bcbbf67,Merged
Ruuwi',Exceso,https://v2.dictionary.tzutujil.org/words/6672581b5a8ee2d55bcbc621,Merged
Expedicion,Expedición,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256291,Created
Solob'al b'eey,Extravío,https://v2.dictionary.tzutujil.org/words/667253315a8ee2d55bcbc1ae,Merged
nuq'ab'aqan,Extremidades,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256292,Created
Aqanaaj waqan,Extremidades inferiores,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256293,Created
Q'ab'aaj nuuq'a',Extremidades superiores,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256294,Created
Jachab'aliil,Factorización,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256295,Created
Jachab'aaleem,Factorizar,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256296,Created
Juwiq,Falange,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256297,Created
Ka'wiq,Falangina,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256298,Created
Alaxik,Familia,https://v2.dictionary.tzutujil.org/words/67345887ad3d490ac06a2037,Merged
Ach'alal chi',Familia lingüística,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac256299,Created
Ach'alaal ri'iil,Familiares,https://v2.dictionary.tzutujil.org/words/67bca0f5a53da53fac25629a,Created
Jorjor,Faringe,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac25629b,Created
K'ayib'al aq'oom,Farmacia,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac25629c,Created
Chikopii',Fauna,https://v2.dictionary.tzutujil.org/words/67b8a89bb239fd045521d9e5,Merged
Yuqulib'al k'u'xaaj,Fe,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac25629d,Created
Rajilab'al iik',Fecha,https://v2.dictionary.tzutujil.org/words/667253375a8ee2d55bcbc1b4,Merged
Ki'iil,Feliz,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac25629e,Created
Nimak'atan,Fiebre tifoidea,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac25629f,Created
Cholaaj,Filas,https://v2.dictionary.tzutujil.org/words/6672533c5a8ee2d55bcbc1b9,Merged
Kojlaneem,Finalizar de comer,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a0,Created
Ruuwi' q'ab'aaj,Firma,https://v2.dictionary.tzutujil.org/words/667251ec5a8ee2d55bcbc084,Merged
Retamab'al samajach'akuul,Fisiología,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a1,Created
Ruwixal tziij,Flexión,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a2,Created
Wixaneem,Flexionar,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a3,Created
Ruusi'j parkiiy,Flor de izote,https://v2.dictionary.tzutujil.org/words/667253445a8ee2d55bcbc1bf,Merged
Pajrutz',Flor de muerte,https://v2.dictionary.tzutujil.org/words/667253465a8ee2d55bcbc1c1,Merged
Kotz'amaq',Flor nacional,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a4,Created
Che'aal,Flora,https://v2.dictionary.tzutujil.org/words/667259555a8ee2d55bcbc73e,Merged
Q'ajatz'ijb',Fonética,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a5,Created
Q'alatz'ijb'aneem,Fonología,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a6,Created
B'eya'iil,Fórmula,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a7,Created
Kiq'ayis chikopii',Forrajera,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a8,Created
Wech',Fracción,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562a9,Created
Wech'ooj,Fraccionar,https://v2.dictionary.tzutujil.org/words/67bca0f6a53da53fac2562aa,Created
Ku'la tziij,Frase,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562ab,Created
B'i'aaj ko'la Tziij,Frase nominal,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562ac,Created
B'anoj ko'la tziij,Frase verbal,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562ad,Created
"Chi RI', chi RI'",Frecuentativo,https://v2.dictionary.tzutujil.org/words/66724f8d5a8ee2d55bcbbeb6,Merged
K'awachaaj,Frente,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562ae,Created
kaqatokaan,Fresa,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562af,Created
Kinaq',Fríjol,https://v2.dictionary.tzutujil.org/words/667253605a8ee2d55bcbc1d9,Merged
Siyaan kinaq',Fríjol de colores,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b0,Created
Riij awan,Fríjol de milpa,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b1,Created
Ruuwach uleew,Fríjol de suelo,https://v2.dictionary.tzutujil.org/words/6672599c5a8ee2d55bcbc77c,Merged
Q'aqakinaq',Fríjol negro,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b2,Created
Kaqakinaq',Fríjol rojo,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b3,Created
Wachineem,Fructificar,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b4,Created
Wachineel,Fructuoso,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b5,Created
Ruuwach chee',Fruta de árbol,https://v2.dictionary.tzutujil.org/words/667253665a8ee2d55bcbc1de,Merged
Raxamuniil,Frutas,https://v2.dictionary.tzutujil.org/words/667253675a8ee2d55bcbc1df,Merged
Ruuwach,Fruto,https://v2.dictionary.tzutujil.org/words/66724fa45a8ee2d55bcbbec8,Merged
kijqale'maal,Funciones,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b6,Created
Pejtitziij,Futuro,https://v2.dictionary.tzutujil.org/words/67bca0f7a53da53fac2562b7,Created
Ikaan,Gallina ciega,https://v2.dictionary.tzutujil.org/words/667253775a8ee2d55bcbc1ed,Merged
Mama',Gallo,https://v2.dictionary.tzutujil.org/words/6672537a5a8ee2d55bcbc1f0,Merged
K'il,Garbanzo,https://v2.dictionary.tzutujil.org/words/67b8a8a92f1b785c39fb02ec,Merged
Siip,Garrapata,https://v2.dictionary.tzutujil.org/words/6672537e5a8ee2d55bcbc1f4,Merged
Yak'aqan,Garza,https://v2.dictionary.tzutujil.org/words/67bca0f7b4b6f87a499cc8ea,Created
Wosaya',Gaseosos,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8eb,Created
mix,Gato,https://v2.dictionary.tzutujil.org/words/6734588ead3d490ac06a2092,Merged
Xijk,Gavilán,https://v2.dictionary.tzutujil.org/words/667253835a8ee2d55bcbc1f8,Merged
Retamab'aliil nimaleem,Geometría,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8ec,Created
Chikopiil,Gérmenes,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8ed,Created
Runum wachaaj,Glándulas lagrimales,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8ee,Created
Jes,Glotis,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8ef,Created
Muun,Glotón,https://v2.dictionary.tzutujil.org/words/6672538a5a8ee2d55bcbc1ff,Merged
champomaneel,Gobernado,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f0,Created
ruk'ul chi' champomaneel,Gobernador,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f1,Created
saqamaq'ijiin,Gobernante,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f2,Created
Champomaaneel,Gobernante,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f3,Created
saqamaq'ijineem,Gobernar,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f4,Created
Champomaal,Gobierno,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f5,Created
B'oqol sib',Golondrina,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f6,Created
B'oqol sib',Golondrina,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f6,Merged
Muniil/ matz'ax'aki',Golosinas,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f7,Created
Tz'unun,Gorrión,https://v2.dictionary.tzutujil.org/words/667251585a8ee2d55bcbc000,Merged
K'olotz'ijb',Gótica,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f8,Created
Rejtalaal,Grado,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8f9,Created
B'ilamuniil,Granada,https://v2.dictionary.tzutujil.org/words/67bca0f8b4b6f87a499cc8fa,Created
Bilatze'b',Granadía,https://v2.dictionary.tzutujil.org/words/67bca0f9b4b6f87a499cc8fb,Created
Nim,Grande,https://v2.dictionary.tzutujil.org/words/667253995a8ee2d55bcbc20c,Merged
Xo'x,Grasa,https://v2.dictionary.tzutujil.org/words/67b8a8aa2f1b785c39fb0304,Merged
Rukaab' k'exooj,Grave,https://v2.dictionary.tzutujil.org/words/67bca0f9b4b6f87a499cc8fc,Created
Jik'uleew,Gravedad,https://v2.dictionary.tzutujil.org/words/67bca0f9b4b6f87a499cc8fd,Created
Xi'xil,Grillo,https://v2.dictionary.tzutujil.org/words/6672539f5a8ee2d55bcbc211,Merged
Ojb',Gripe o gripa,https://v2.dictionary.tzutujil.org/words/667250d15a8ee2d55bcbbfb6,Merged
Piim,Gruesa,https://v2.dictionary.tzutujil.org/words/667253a25a8ee2d55bcbc214,Merged
B'oraaj,Grupo de objetos,https://v2.dictionary.tzutujil.org/words/667255385a8ee2d55bcbc381,Merged
Kaqiix,Guacamaya,https://v2.dictionary.tzutujil.org/words/67bca0f9b4b6f87a499cc8fe,Created
kaqiix,Guacamaya,https://v2.dictionary.tzutujil.org/words/67bca0f9b4b6f87a499cc8fe,Merged
Muuch',Guachipilín,https://v2.dictionary.tzutujil.org/words/6672512b5a8ee2d55bcbbfd7,Merged
Ch'altza'm,Guardia de hacienda,https://v2.dictionary.tzutujil.org/words/67bca0f9b4b6f87a499cc8ff,Created
Ikaq',Guayaba,https://v2.dictionary.tzutujil.org/words/667253ac5a8ee2d55bcbc21d,Merged
Sik' ch'a'ooj,Guerra,https://v2.dictionary.tzutujil.org/words/67bca0f9b4b6f87a499cc900,Created
ajch'a'ola',Guerrero,https://v2.dictionary.tzutujil.org/words/667253ae5a8ee2d55bcbc21f,Merged
Ik'ooy,Güicoy,https://v2.dictionary.tzutujil.org/words/667253b05a8ee2d55bcbc221,Merged
Ch'imaay,Güisquil,https://v2.dictionary.tzutujil.org/words/667253045a8ee2d55bcbc186,Merged
Juut,Gusano,https://v2.dictionary.tzutujil.org/words/67345884ad3d490ac06a2014,Merged
Ruxee' ch'imaay,Ichíntal,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc901,Created
Tziij,Idioma,https://v2.dictionary.tzutujil.org/words/667256d45a8ee2d55bcbc4f9,Merged
junaam,Igual,https://v2.dictionary.tzutujil.org/words/6734589609407a19002d1b90,Merged
junamiil,Igualdad,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc902,Created
O'on,Iguana,https://v2.dictionary.tzutujil.org/words/67b8a89cb239fd045521d9fe,Merged
Ma k'ulaaj ta,Impar,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc903,Created
Me'ak'aslik,Inanimados,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc904,Created
K'ajtik,Incendios,https://v2.dictionary.tzutujil.org/words/667257c35a8ee2d55bcbc5d3,Merged
Soloj ri'iil,Independencia,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc905,Created
B'anooj,Industria,https://v2.dictionary.tzutujil.org/words/667253ca5a8ee2d55bcbc239,Merged
Ruupaamtziij,Infijo,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc906,Created
Ruuq'atziij,Inflexión,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc907,Created
Rub'eyal saamaaj,Informe,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc908,Created
Tz'ujuuneem,injuria,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc909,Created
Me'aq'aliil,Inorgánicos,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc90a,Created
Mi'x,Insectos,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc90b,Created
Me'wariil,Insomio,https://v2.dictionary.tzutujil.org/words/6672541c5a8ee2d55bcbc281,Merged
Ya'ol ruuq'iij ulaa' taq winaq,Instituto de turismo,https://v2.dictionary.tzutujil.org/words/67bca0fab4b6f87a499cc90c,Created
K'utuneem,Instrucción escolar,https://v2.dictionary.tzutujil.org/words/6672542b5a8ee2d55bcbc28f,Merged
K'utuneem,Instruir enseñar,https://v2.dictionary.tzutujil.org/words/6672542b5a8ee2d55bcbc28f,Merged
Chapab'al cho'm,Instrumento para camaronear,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc90d,Created
Chapab'al ch'uu',Instrumento para pescar,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc90e,Created
Lajileel,Intensivo,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc90f,Created
Raal pwoq,Interés,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc910,Created
Rejtaal k'utuneem,Interrogación,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc911,Created
K'utuneem,Interrogar,https://v2.dictionary.tzutujil.org/words/6672542b5a8ee2d55bcbc28f,Merged
K'utuuj,Interrogativa,https://v2.dictionary.tzutujil.org/words/667252c75a8ee2d55bcbc14e,Merged
junanil molaaj,Intersección,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc912,Created
Ixkooloo',Intestinos,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc913,Created
Jab'aq'iij,Invierno,https://v2.dictionary.tzutujil.org/words/6672542f5a8ee2d55bcbc293,Merged
Jab',invierno,https://v2.dictionary.tzutujil.org/words/67345882ad3d490ac06a2009,Merged
Mena'oneem,Irracional,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc914,Created
Ma qatziij ta,Irreal,https://v2.dictionary.tzutujil.org/words/667256135a8ee2d55bcbc448,Merged
Yak'ayik uleew,Istmo,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc915,Created
Tzalajtz'ijb',Italica,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc916,Created
Pa b'ukuleew,Izabal,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc917,Created
Xajil,Jacaltenanngo,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc918,Created
Chi sanayi',Jalapa,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc919,Created
Sojl,Jiote,https://v2.dictionary.tzutujil.org/words/67bca0fbb4b6f87a499cc91a,Created
Q'inon,Jocote,https://v2.dictionary.tzutujil.org/words/67bca0fba53da53fac2562b8,Created
Q'atol tziij,Juez,https://v2.dictionary.tzutujil.org/words/67bca0fba53da53fac2562b9,Created
Jikib'aneel tzujuneem,Juez de instancia,https://v2.dictionary.tzutujil.org/words/67bca0fba53da53fac2562ba,Created
Ch'uch'ujaq'etal tziij,Juez de paz,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562bb,Created
Kumatz'ach'umiil,Júpiter,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562bc,Created
Chi purya',Jutiapa,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562bd,Created
Q'atab'al tziij,Juzgado,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562be,Created
Tijb'al,La boratorio,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562bf,Created
Tijtab'al kematz'ijb',Laboratorio de computación,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c0,Created
Tijtab'al tijoneem,Laboratorio escolar,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c1,Created
Tijtab'al aq'oom,Laboratorio medico,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c2,Created
Tijtab'al xaniil,Laboratorio químico,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c3,Created
Poron xaan,Ladrillo,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c4,Created
Si'k,Lagartija,https://v2.dictionary.tzutujil.org/words/667254505a8ee2d55bcbc2b0,Merged
Chooy,Lago,https://v2.dictionary.tzutujil.org/words/667254525a8ee2d55bcbc2b2,Merged
Ya'al wachaaj,Lágrimas,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c5,Created
chooy,Laguna,https://v2.dictionary.tzutujil.org/words/667254525a8ee2d55bcbc2b2,Merged
Metik'u'x,Laica,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c6,Created
B'otasaq,Lamiluz,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c7,Created
B'otach'ijch',Lamina,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c8,Created
B'otajaay,Lamina duralita,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c9,Created
B'otach'ijch',Laminas,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562c8,Merged
kajasaqiil,Lámpara,https://v2.dictionary.tzutujil.org/words/667254535a8ee2d55bcbc2b3,Merged
Ch'ijch'ajukuu',Lancha,https://v2.dictionary.tzutujil.org/words/67bca0fca53da53fac2562ca,Created
Tz'ijb'ab'al,Lapicero,https://v2.dictionary.tzutujil.org/words/667254545a8ee2d55bcbc2b4,Merged
Che'atz'ijb'ab'al,Lápiz,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562cb,Created
Nim,Largo,https://v2.dictionary.tzutujil.org/words/667253995a8ee2d55bcbc20c,Merged
Tz'uum,Leche,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562cc,Created
Tz'umawajkax,Leche de vaca,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562cd,Created
Xooch',Lechuza,https://v2.dictionary.tzutujil.org/words/67b8a89eb239fd045521da11,Merged
Paq'on sii',Leña rajada,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562ce,Created
Aq'aaj,Lengua,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562cf,Created
Rutank'o'r ixikinaaj,Lenticular,https://v2.dictionary.tzutujil.org/words/67bca0fda53da53fac2562d0,Created
Yuqutz'ijb',Letra cursiva,https://v2.dictionary.tzutujil.org/words/6672546c5a8ee2d55bcbc2ca,Merged
