Saqapalow	Océano atlántico
Q'anapalow	Océano pacifico
Jumuuch'	Ochenta
juchuuy	Ocho millares
Kaqachaj	Ocote
Ajwachaaj	Oculista
Ruqajib'al q'iij	Oeste
Tz'ijb'ajaay	Oficina
Ajsamatz'ijb'	Oficinista
Nik'ajaxab'al	Oído medio
wachaaj	Ojo
B'ojo'y	Olla
Chiro'y	Olla pequeña
piiq	Olote
Muxu'x	Ombligo
Ajq'aych'a'k	Oncólogo
Kotaxaq	Ondulada
Ch'i'pa'jl	Onzas
Soloneem	Operación
Solooj	Operar
Nimatziij	Oración
K'ask'o' nimatziij	Oración admirativa
jikanimatziij	Oración afirmativa
k'utunimatziij	Oración interrogativa
Manimatziij	Oracion negativa
cholaajeem	Orden
choliil cholatziij	Orden básico
B'aaq ib'och'	Organismo
Chapob'aliil	Organismo
Chapob'alil k'asleemaal	Organismo ejecutivo
Ya'ol na'ooj	Orientador
Ya'oj na'ooj	Orientar
Releb'al q'iij	Oriente
Releb'al q'iij	Oriente
Q'anapwoq	Oro
Rixikin ch'ooy	Orquídea silvestre
tz'ijb'anikiil	Ortografía
Runum tz'i'	Orzuelo
Tz'apajab'	Otoño
puuqineem	Otoño
Ajq'maal xikinaaj	Otorrino
B'o'jachikop	Oveja
Q'olob'anelaa'	Ovíparos
Uxilab'il/ijq'al	Oxigeno
Nima'amaq'	país
kulaaj	Par
k'ulaaj	Pares
Xamalil chee'	Partes de la planta
Q'axatziij	pasado
xaak	Paso
K'koteemaal ch'uch'ujil tziij	paz
Paraaj	Pedacito
Ko'li	Pequeño
kuyuuneem	Perdón
Weqa'aaj	Periodo
weqa'aaj	Periodo de tiempo
ixinaal	Pertenencia
aqanaaj	Pie
jutz'iit/juch'aap	Poco
k'ayajilaal	Polidígito
Rumaal ari'	Por tanto
k'ojlib'aliil	Posición
ikiq'aliil	Positivo
Rijqale'maal	potencia
Najb'ey taq tziij	Preámbulo
Tz'ijb'awuuj	Prensa libre
wakamitziij	presente
Si'jaaneem /Wachiineem	primavera
Ruk'ayewaal	Problema
Solooj	Procedimiento
Najb'eyal winaq rucholajil k'asleemaal	Procurador de los derechos humanos
Ijqa'miil	Producto
Junamaliil	Promedio
Ixinaal	Propiedad
Tijtab'aneem	Prueba
Nimaruuwi' q'ab'aaj	Pulgadas
Chuyaaj	Puño
Ejtab'al	regla
Taqonto'ooneem	remesas
tunay	Sauco
Ajtz'ijb' chojmiineel	Secretaría ejecutiva
Achib'alil amaq'	Símbolos patrios
Q'o'laaneemtziij	soberbia
Winaqiil/tinaamitaal	Sociedad
Xukub'al(ch'uu')	tarraya
Setejtab'al	Transportador
Saq'ijaaneem	verano
